CVE;Commit;Parent;File;Modified Lines
CVE-2004-1073;1fb844961818;c20086de9319ac406f1e96ad459763c9f9965b18;fs/binfmt_elf.c;685-685
CVE-2004-1073;1fb844961818;c20086de9319ac406f1e96ad459763c9f9965b18;fs/binfmt_elf_fdpic.c;237-237
CVE-2005-0504;a2f72982e22b;83ae1b79c898838e16ac8cde69b39d22d36fb035;drivers/char/moxa.c;1585-1585
CVE-2005-0504;a2f72982e22b;83ae1b79c898838e16ac8cde69b39d22d36fb035;drivers/char/moxa.c;2532-2532
CVE-2005-0504;a2f72982e22b;83ae1b79c898838e16ac8cde69b39d22d36fb035;drivers/char/moxa.c;2579-2579
CVE-2005-0504;a2f72982e22b;83ae1b79c898838e16ac8cde69b39d22d36fb035;drivers/char/moxa.c;2599-2599
CVE-2005-1761;4ea78729b8dbfc400fe165a57b90a394a7275a54;7b404b3459db1326bbdc7085edb1f58b98da5826;arch/ia64/kernel/ptrace.c;948-948
CVE-2005-1761;4ea78729b8dbfc400fe165a57b90a394a7275a54;7b404b3459db1326bbdc7085edb1f58b98da5826;arch/ia64/kernel/ptrace.c;999-1001
CVE-2005-1761;4ea78729b8dbfc400fe165a57b90a394a7275a54;7b404b3459db1326bbdc7085edb1f58b98da5826;arch/ia64/kernel/ptrace.c;1237-1237
CVE-2005-1761;4ea78729b8dbfc400fe165a57b90a394a7275a54;7b404b3459db1326bbdc7085edb1f58b98da5826;arch/ia64/kernel/ptrace.c;1270-1270
CVE-2005-1761;4ea78729b8dbfc400fe165a57b90a394a7275a54;7b404b3459db1326bbdc7085edb1f58b98da5826;arch/ia64/kernel/ptrace.c;1368-1368
CVE-2005-1761;4ea78729b8dbfc400fe165a57b90a394a7275a54;7b404b3459db1326bbdc7085edb1f58b98da5826;arch/ia64/kernel/signal.c;97-97
CVE-2005-1761;4ea78729b8dbfc400fe165a57b90a394a7275a54;7b404b3459db1326bbdc7085edb1f58b98da5826;arch/ia64/kernel/signal.c;109-109
CVE-2005-2456;a4f1bac62564049ea4718c4624b0fadc9f597c84;cadf01c2fc0cd66dfef4956ef1a6482ed01c3150;net/xfrm/xfrm_user.c;1353-1353
CVE-2005-2555;6fc0b4a7a73a81e74d0004732df358f4f9975be2;534afb90a9cd0b9643f62d660c164e1d924f39cf;net/ipv4/ip_sockglue.c;851-851
CVE-2005-2555;6fc0b4a7a73a81e74d0004732df358f4f9975be2;534afb90a9cd0b9643f62d660c164e1d924f39cf;net/ipv6/ipv6_sockglue.c;507-507
CVE-2005-2617;9fb1759a3102c26cd8f64254a7c3e532782c2bb8;d6e1860312cd8c33ad1f17d1af22fb6aa1f2cf83;arch/x86_64/ia32/syscall32.c;60-60
CVE-2005-2617;9fb1759a3102c26cd8f64254a7c3e532782c2bb8;d6e1860312cd8c33ad1f17d1af22fb6aa1f2cf83;arch/x86_64/ia32/syscall32.c;81-81
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;arch/s390/appldata/appldata_base.c;595-600
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;include/linux/proc_fs.h;69-69
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;include/linux/sysctl.h;27-27
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;include/linux/sysctl.h;928-928
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;172-172
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;995-995
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;998-998
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1007-1007
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1015-1015
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1020-1020
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1024-1028
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1239-1239
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1243-1244
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1258-1258
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1262-1262
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1272-1272
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1308-1308
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1314-1314
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1339-1339
CVE-2005-2709;330d57fb98a9;8546df6f357dadf1989ad8da9309c9524fd56cdf;kernel/sysctl.c;1352-1372
CVE-2005-2800;729d70f5dfd663b44bca68a4479c96bde7e535d6;8126fdbc76351bdf99c6737ef4fecf88a22fa538;drivers/scsi/sg.c;2974-2977
CVE-2005-2800;729d70f5dfd663b44bca68a4479c96bde7e535d6;8126fdbc76351bdf99c6737ef4fecf88a22fa538;drivers/scsi/sg.c;2981-2985
CVE-2005-2800;729d70f5dfd663b44bca68a4479c96bde7e535d6;8126fdbc76351bdf99c6737ef4fecf88a22fa538;drivers/scsi/sg.c;2990-2990
CVE-2005-2800;729d70f5dfd663b44bca68a4479c96bde7e535d6;8126fdbc76351bdf99c6737ef4fecf88a22fa538;drivers/scsi/sg.c;2998-2998
CVE-2005-2872;bcfff0b471a60df350338bcd727fc9b8a6aa54b2;1016888fb69662936b32ab767c7419a3be9a69d3;net/ipv4/netfilter/ipt_recent.c;226-226
CVE-2005-2872;bcfff0b471a60df350338bcd727fc9b8a6aa54b2;1016888fb69662936b32ab767c7419a3be9a69d3;net/ipv4/netfilter/ipt_recent.c;505-505
CVE-2005-2872;bcfff0b471a60df350338bcd727fc9b8a6aa54b2;1016888fb69662936b32ab767c7419a3be9a69d3;net/ipv4/netfilter/ipt_recent.c;634-634
CVE-2005-2872;bcfff0b471a60df350338bcd727fc9b8a6aa54b2;1016888fb69662936b32ab767c7419a3be9a69d3;net/ipv4/netfilter/ipt_recent.c;737-740
CVE-2005-3044;35311d6478077f7bfe35c1c653193e658bf32686;b95adac775aad29f79ffbbaf5db0e4d8d57f2714;arch/x86_64/ia32/ia32_ioctl.c;27-37
CVE-2005-3108;93ef70a217637ade3f335303a112b22a134a1ec2;1f5ee8da005f50d9f46ae5a7edba9a9c2d37b32e;arch/x86_64/mm/ioremap.c;275-275
CVE-2005-3109;945b092011c6af71a0107be96e119c8c08776f3f;954d3e95369cf73b4bc1e570729f68264a0e6fe0;fs/hfs/mdb.c;336-336
CVE-2005-3109;945b092011c6af71a0107be96e119c8c08776f3f;954d3e95369cf73b4bc1e570729f68264a0e6fe0;fs/hfs/mdb.c;343-343
CVE-2005-3109;945b092011c6af71a0107be96e119c8c08776f3f;954d3e95369cf73b4bc1e570729f68264a0e6fe0;fs/hfs/super.c;300-300
CVE-2005-3109;945b092011c6af71a0107be96e119c8c08776f3f;954d3e95369cf73b4bc1e570729f68264a0e6fe0;fs/hfs/super.c;313-313
CVE-2005-3109;945b092011c6af71a0107be96e119c8c08776f3f;954d3e95369cf73b4bc1e570729f68264a0e6fe0;fs/hfs/super.c;343-346
CVE-2005-3109;945b092011c6af71a0107be96e119c8c08776f3f;954d3e95369cf73b4bc1e570729f68264a0e6fe0;fs/hfsplus/super.c;211-211
CVE-2005-3109;945b092011c6af71a0107be96e119c8c08776f3f;954d3e95369cf73b4bc1e570729f68264a0e6fe0;fs/hfsplus/super.c;229-229
CVE-2005-3181;829841146878e082613a49581ae252c071057c23;edb4a3534adbaf90768d67da35f0bfeac4767db6;fs/namei.c;1554-1554
CVE-2005-3181;829841146878e082613a49581ae252c071057c23;edb4a3534adbaf90768d67da35f0bfeac4767db6;fs/namei.c;1559-1559
CVE-2005-3181;829841146878e082613a49581ae252c071057c23;edb4a3534adbaf90768d67da35f0bfeac4767db6;fs/namei.c;1566-1566
CVE-2005-3276;71ae18ec690953e9ba7107c7cc44589c2cc0d9f1;44456d37b59d8e541936ed26d8b6e08d27e88ac1;arch/i386/kernel/process.c;920-920
CVE-2005-3356;7c7dce9209161eb260cdf9e9172f72c3a02379e6;12dbf3fc4d06d2c0c4c44dc0612df04248b3cfd3;ipc/mqueue.c;602-602
CVE-2005-3356;7c7dce9209161eb260cdf9e9172f72c3a02379e6;12dbf3fc4d06d2c0c4c44dc0612df04248b3cfd3;ipc/mqueue.c;606-610
CVE-2005-3356;7c7dce9209161eb260cdf9e9172f72c3a02379e6;12dbf3fc4d06d2c0c4c44dc0612df04248b3cfd3;ipc/mqueue.c;619-625
CVE-2005-3356;7c7dce9209161eb260cdf9e9172f72c3a02379e6;12dbf3fc4d06d2c0c4c44dc0612df04248b3cfd3;ipc/mqueue.c;633-646
CVE-2005-3356;7c7dce9209161eb260cdf9e9172f72c3a02379e6;12dbf3fc4d06d2c0c4c44dc0612df04248b3cfd3;ipc/mqueue.c;674-675
CVE-2005-3356;7c7dce9209161eb260cdf9e9172f72c3a02379e6;12dbf3fc4d06d2c0c4c44dc0612df04248b3cfd3;ipc/mqueue.c;680-684
CVE-2005-3356;7c7dce9209161eb260cdf9e9172f72c3a02379e6;12dbf3fc4d06d2c0c4c44dc0612df04248b3cfd3;ipc/mqueue.c;695-696
CVE-2005-3358;8f493d797bc1;abe842eb98c45e2b77c5868ef106616ca828a3e4;mm/mempolicy.c;164-164
CVE-2005-3527;788e05a67c343fa22f2ae1d3ca264e7f15c25eaf;829841146878e082613a49581ae252c071057c23;kernel/signal.c;581-581
CVE-2005-3784;7ed0175a462c4c30f6df6fac1cccac058f997739;759979ab17512a061c3a3e870f091af27ccdcbfb;kernel/signal.c;1502-1502
CVE-2005-3805;25f407f0b668f5e4ebd5d13e1fb4306ba6427ead;9465bee863bc4c6cf1566c12d6f92a8133e3da5c;kernel/exit.c;846-846
CVE-2005-3805;25f407f0b668f5e4ebd5d13e1fb4306ba6427ead;9465bee863bc4c6cf1566c12d6f92a8133e3da5c;kernel/posix-timers.c;1160-1160
CVE-2005-3805;25f407f0b668f5e4ebd5d13e1fb4306ba6427ead;9465bee863bc4c6cf1566c12d6f92a8133e3da5c;kernel/signal.c;400-413
CVE-2005-3806;4ea6a8046bb49d43c950898f0cb4e1994ef6c89d;444d1d9bb5b724f03344c9317bc01d54a9b39073;net/ipv6/ip6_flowlabel.c;486-486
CVE-2005-3807;dc15ae14e97ee9d5ed740cbb0b94996076d8b37e;9e6c67fd2716720d9029d38ea25884efcfdedeb6;fs/locks.c;1433-1433
CVE-2005-3847;dd12f48d4e8774415b528d3991ae47c28f26e1ac;ade6648b3b11a5d81f6f28135193ab6d85d621db;kernel/signal.c;695-695
CVE-2005-3848;cb94c62c252796f42bb83fe40960d12f3ea5a82a;22783649568a28839c5a362f47da7819ecfcbb9f;net/ipv4/icmp.c;352-357
CVE-2005-3857;7ed0175a462c4c30f6df6fac1cccac058f997739;759979ab17512a061c3a3e870f091af27ccdcbfb;kernel/signal.c;1502-1502
CVE-2005-4605;8b90db0df7187a01fb7177f1f812123138f562cf;40c37213a081990b1d3778f57630f97df75a7ec1;fs/proc/generic.c;57-57
CVE-2005-4605;8b90db0df7187a01fb7177f1f812123138f562cf;40c37213a081990b1d3778f57630f97df75a7ec1;fs/proc/generic.c;205-228
CVE-2005-4618;8febdd85adaa41fa1fc1cb31286210fc2cd3ed0c;8b90db0df7187a01fb7177f1f812123138f562cf;kernel/sysctl.c;2204-2204
CVE-2005-4618;8febdd85adaa41fa1fc1cb31286210fc2cd3ed0c;8b90db0df7187a01fb7177f1f812123138f562cf;kernel/sysctl.c;2210-2211
CVE-2005-4635;ea86575eaf99a9262a969309d934318028dbfacb;2a43c4af3fa2e701008d51c28365e26fccf9cbb0;net/ipv4/fib_frontend.c;547-547
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/core/neighbour.c;1601-1601
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/core/neighbour.c;1686-1686
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/core/neighbour.c;1875-1875
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/core/rtnetlink.c;192-192
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/core/wireless.c;1105-1105
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/ipv4/ipmr.c;300-300
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/ipv4/ipmr.c;309-309
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/ipv4/ipmr.c;502-502
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/ipv4/ipmr.c;518-518
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/ipv6/addrconf.c;2926-2926
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/sched/act_api.c;442-442
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/sched/act_api.c;583-583
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/sched/act_api.c;690-690
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/sched/act_api.c;845-845
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/sched/cls_api.c;334-334
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/sched/sch_api.c;773-773
CVE-2005-4881;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;net/sched/sch_cbq.c;1566-1566
CVE-2005-4881;8a47077a0b5aa2649751c46e7a27884e6686ccbf;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;include/linux/pkt_cls.h;279-279
CVE-2005-4881;8a47077a0b5aa2649751c46e7a27884e6686ccbf;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;include/linux/pkt_sched.h;224-226
CVE-2005-4881;8a47077a0b5aa2649751c46e7a27884e6686ccbf;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;include/linux/pkt_sched.h;354-354
CVE-2005-4881;8a47077a0b5aa2649751c46e7a27884e6686ccbf;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;include/linux/rtnetlink.h;366-366
CVE-2005-4881;8a47077a0b5aa2649751c46e7a27884e6686ccbf;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;include/linux/rtnetlink.h;638-638
CVE-2005-4881;8a47077a0b5aa2649751c46e7a27884e6686ccbf;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;include/linux/rtnetlink.h;642-642
CVE-2005-4881;8a47077a0b5aa2649751c46e7a27884e6686ccbf;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;net/ipv6/addrconf.c;3034-3034
CVE-2005-4881;8a47077a0b5aa2649751c46e7a27884e6686ccbf;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;net/ipv6/addrconf.c;3037-3037
CVE-2005-4881;8a47077a0b5aa2649751c46e7a27884e6686ccbf;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;net/sched/cls_rsvp.h;621-621
CVE-2005-4881;8a47077a0b5aa2649751c46e7a27884e6686ccbf;9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;net/sched/sch_cbq.c;1531-1531
CVE-2005-4881;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;4095ebf1e641b0f37ee1cd04c903bb85cf4ed25b;include/linux/netlink.h;171-171
CVE-2005-4881;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;4095ebf1e641b0f37ee1cd04c903bb85cf4ed25b;include/linux/rtnetlink.h;901-901
CVE-2005-4881;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;4095ebf1e641b0f37ee1cd04c903bb85cf4ed25b;include/linux/rtnetlink.h;981-981
CVE-2005-4881;b3563c4fbff906991a1b4ef4609f99cca2a0de6a;4095ebf1e641b0f37ee1cd04c903bb85cf4ed25b;net/core/rtnetlink.c;129-129
CVE-2005-4886;0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5;aa77d26961fa4ecb11fe4209578dcd62ad15819d;include/net/ipv6.h;419-419
CVE-2005-4886;0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5;aa77d26961fa4ecb11fe4209578dcd62ad15819d;net/ipv6/exthdrs_core.c;44-45
CVE-2005-4886;0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5;aa77d26961fa4ecb11fe4209578dcd62ad15819d;net/ipv6/exthdrs_core.c;66-66
CVE-2005-4886;0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5;aa77d26961fa4ecb11fe4209578dcd62ad15819d;net/ipv6/exthdrs_core.c;74-75
CVE-2005-4886;0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5;aa77d26961fa4ecb11fe4209578dcd62ad15819d;net/ipv6/exthdrs_core.c;80-80
CVE-2005-4886;0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5;aa77d26961fa4ecb11fe4209578dcd62ad15819d;net/ipv6/exthdrs_core.c;100-100
CVE-2005-4886;0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5;aa77d26961fa4ecb11fe4209578dcd62ad15819d;net/ipv6/icmp.c;138-138
CVE-2005-4886;0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5;aa77d26961fa4ecb11fe4209578dcd62ad15819d;net/ipv6/icmp.c;517-517
CVE-2005-4886;0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5;aa77d26961fa4ecb11fe4209578dcd62ad15819d;security/selinux/hooks.c;2858-2859
CVE-2006-0035;ad8e4b75c8a7bed475d72ce09bf5267188621961;babbdb1a18d37e57acae7e348ef122f2b905df0a;net/netlink/af_netlink.c;1425-1425
CVE-2006-0036;15db34702cfafd24acc60295cf14861e497502ab;bb94aa169eaa6e713a429370d37388722f08666f;net/ipv4/netfilter/ip_nat_helper_pptp.c;318-318
CVE-2006-0037;03b9feca89366952ae5dfe4ad8107b1ece50b710;15db34702cfafd24acc60295cf14861e497502ab;net/ipv4/netfilter/ip_nat_helper_pptp.c;151-152
CVE-2006-0037;03b9feca89366952ae5dfe4ad8107b1ece50b710;15db34702cfafd24acc60295cf14861e497502ab;net/ipv4/netfilter/ip_nat_helper_pptp.c;158-158
CVE-2006-0037;03b9feca89366952ae5dfe4ad8107b1ece50b710;15db34702cfafd24acc60295cf14861e497502ab;net/ipv4/netfilter/ip_nat_helper_pptp.c;175-178
CVE-2006-0037;03b9feca89366952ae5dfe4ad8107b1ece50b710;15db34702cfafd24acc60295cf14861e497502ab;net/ipv4/netfilter/ip_nat_helper_pptp.c;200-204
CVE-2006-0037;03b9feca89366952ae5dfe4ad8107b1ece50b710;15db34702cfafd24acc60295cf14861e497502ab;net/ipv4/netfilter/ip_nat_helper_pptp.c;208-211
CVE-2006-0037;03b9feca89366952ae5dfe4ad8107b1ece50b710;15db34702cfafd24acc60295cf14861e497502ab;net/ipv4/netfilter/ip_nat_helper_pptp.c;302-302
CVE-2006-0037;03b9feca89366952ae5dfe4ad8107b1ece50b710;15db34702cfafd24acc60295cf14861e497502ab;net/ipv4/netfilter/ip_nat_helper_pptp.c;310-314
CVE-2006-0037;03b9feca89366952ae5dfe4ad8107b1ece50b710;15db34702cfafd24acc60295cf14861e497502ab;net/ipv4/netfilter/ip_nat_helper_pptp.c;320-326
CVE-2006-0037;03b9feca89366952ae5dfe4ad8107b1ece50b710;15db34702cfafd24acc60295cf14861e497502ab;net/ipv4/netfilter/ip_nat_helper_pptp.c;348-353
CVE-2006-0037;03b9feca89366952ae5dfe4ad8107b1ece50b710;15db34702cfafd24acc60295cf14861e497502ab;net/ipv4/netfilter/ip_nat_helper_pptp.c;360-366
CVE-2006-0038;ee4bb818ae35f68d1f848eae0a7b150a38eb4168;df4e9574a36748c3a4d9b03ffca6b42321a797a9;net/bridge/netfilter/ebtables.c;937-937
CVE-2006-0038;ee4bb818ae35f68d1f848eae0a7b150a38eb4168;df4e9574a36748c3a4d9b03ffca6b42321a797a9;net/ipv4/netfilter/arp_tables.c;810-810
CVE-2006-0038;ee4bb818ae35f68d1f848eae0a7b150a38eb4168;df4e9574a36748c3a4d9b03ffca6b42321a797a9;net/ipv4/netfilter/ip_tables.c;924-924
CVE-2006-0038;ee4bb818ae35f68d1f848eae0a7b150a38eb4168;df4e9574a36748c3a4d9b03ffca6b42321a797a9;net/ipv6/netfilter/ip6_tables.c;981-981
CVE-2006-0039;2c8ac66bb2ff;a467704dcb4fa45da48079486f1b0e6baffb12d2;net/ipv4/netfilter/arp_tables.c;951-951
CVE-2006-0039;2c8ac66bb2ff;a467704dcb4fa45da48079486f1b0e6baffb12d2;net/ipv6/netfilter/ip6_tables.c;1106-1106
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;include/linux/netfilter/x_tables.h;145-145
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;include/linux/netfilter/x_tables.h;178-178
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;include/linux/netfilter/x_tables.h;223-223
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;include/linux/netfilter/x_tables.h;317-317
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;include/linux/netfilter_ipv4/ip_tables.h;319-319
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/compat.c;479-480
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;27-27
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;802-812
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;821-821
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;828-828
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;887-913
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;917-924
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;952-1016
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;1020-1039
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;1043-1096
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;1112-1112
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;1132-1190
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;1339-1339
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;1353-1353
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/ipv4/netfilter/ip_tables.c;1356-1356
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/netfilter/x_tables.c;41-41
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/netfilter/x_tables.c;275-275
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/netfilter/x_tables.c;304-304
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/netfilter/x_tables.c;374-374
CVE-2006-0039;2722971cbe831117686039d5c334f2c0f560be13;e64a70be5175ac2c209fa742123a6ce845852e0e;net/netfilter/x_tables.c;674-674
CVE-2006-1055;6e0dd741a89be35defa05bd79f4211c5a2762825;597a7679dd83691be2f3a53e1f3f915b4a7f6eba;fs/sysfs/file.c;186-186
CVE-2006-1056;18bd057b1408;5dc5cf7dd2723430b6df3d91c5b22af49e063622;arch/i386/kernel/cpu/amd.c;210-210
CVE-2006-1056;18bd057b1408;5dc5cf7dd2723430b6df3d91c5b22af49e063622;arch/x86_64/kernel/process.c;578-579
CVE-2006-1056;18bd057b1408;5dc5cf7dd2723430b6df3d91c5b22af49e063622;arch/x86_64/kernel/setup.c;933-933
CVE-2006-1056;18bd057b1408;5dc5cf7dd2723430b6df3d91c5b22af49e063622;include/asm-i386/cpufeature.h;74-74
CVE-2006-1056;18bd057b1408;5dc5cf7dd2723430b6df3d91c5b22af49e063622;include/asm-i386/i387.h;16-16
CVE-2006-1056;18bd057b1408;5dc5cf7dd2723430b6df3d91c5b22af49e063622;include/asm-i386/i387.h;41-41
CVE-2006-1056;18bd057b1408;5dc5cf7dd2723430b6df3d91c5b22af49e063622;include/asm-i386/i387.h;46-51
